train_name,train_type,status,confidence,matched_by,sample_train_no,train_count,row_count,data_quality_flags
NCJ-KCVL PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56318,1,16,{LIKELY_TRUNCATED}
NCJ-KTYM PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56304,1,44,{LIKELY_TRUNCATED}
NCJ-MAQ PARA,EXPRESS,REVIEW,0.650,NUMBER_RANGE,16650,1,50,{LIKELY_TRUNCATED}
NCJ-MAS EXP,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12690,1,20,{ROUTE_CODE_STYLE}
NCJ-MS EXP.,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12668,1,11,{ROUTE_CODE_STYLE}
NCJ-SBC EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,17236,1,16,{ROUTE_CODE_STYLE}
NCJ-SHM GURU,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12659,1,44,{LIKELY_TRUNCATED}
NCJ-TVC PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56310,2,28,{LIKELY_TRUNCATED}
NCR-SBC PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56513,1,57,{LIKELY_TRUNCATED}
NCR-TPJ PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,76853,1,25,{LIKELY_TRUNCATED}
ND - MODASA,PASSENGER,REVIEW,0.600,NUMBER_RANGE,59151,1,10,{}
ND-MDSA PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,59153,1,10,{LIKELY_TRUNCATED}
NDAE-NFK EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,13421,1,11,{LIKELY_TRUNCATED}
NDD PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,77265,1,11,{}
NDKD PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,57324,1,4,{}
NDL-HX DEMU,PASSENGER,REVIEW,0.600,NUMBER_RANGE,77401,2,24,{ROUTE_CODE_STYLE}
NDL-KRNT DEM,PASSENGER,REVIEW,0.600,NUMBER_RANGE,77695,1,14,{LIKELY_TRUNCATED}
NDLS - BPL S,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12002,1,10,{LIKELY_TRUNCATED}
NDLS - DBRT,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12436,1,26,{}
NDLS - SCL P,EXPRESS,REVIEW,0.650,NUMBER_RANGE,15602,1,14,{LIKELY_TRUNCATED}
NDLS BGP  EX,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12350,1,13,{LIKELY_TRUNCATED}
NDLS CNB SHA,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12034,1,4,{LIKELY_TRUNCATED}
NDLS INTERCI,EXPRESS,REVIEW,0.650,NUMBER_RANGE,14324,1,6,{LIKELY_TRUNCATED}
NDLS JANSHTB,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12058,1,14,{LIKELY_TRUNCATED}
NDLS RNC GBR,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12878,1,15,{LIKELY_TRUNCATED}
NDLS RNC RAJ,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12440,1,8,{LIKELY_TRUNCATED}
NDLS RNC SAM,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12826,1,9,{LIKELY_TRUNCATED}
NDLS-AII SHA,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12015,1,10,{LIKELY_TRUNCATED}
NDLS-ALD-DUR,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12276,1,2,{LIKELY_TRUNCATED}
NDLS-ALJN 12,PASSENGER,REVIEW,0.600,NUMBER_RANGE,64110,1,24,{LIKELY_TRUNCATED}
NDLS-ASR SHA,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12013,1,8,{LIKELY_TRUNCATED}
NDLS-ASR-SHA,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12031,1,8,{LIKELY_TRUNCATED}
NDLS-BBS DUR,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12282,1,6,{LIKELY_TRUNCATED}
NDLS-BBS RAJ,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,22812,2,27,{LIKELY_TRUNCATED}
NDLS-BBS VIA,EXPRESS,REVIEW,0.650,NUMBER_RANGE,20818,1,13,{LIKELY_TRUNCATED}
NDLS-BSP,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12442,1,10,{ROUTE_CODE_STYLE}
NDLS-CDG SHA,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12045,1,4,{LIKELY_TRUNCATED}
NDLS-DBRT RA,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12424,1,22,{LIKELY_TRUNCATED}
NDLS-DDN SHA,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12017,1,8,{LIKELY_TRUNCATED}
NDLS-GHY RAJ,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12236,1,26,{LIKELY_TRUNCATED}
NDLS-GZB,PASSENGER,REVIEW,0.600,NUMBER_RANGE,64422,2,13,{ROUTE_CODE_STYLE}
NDLS-GZB 12C,PASSENGER,REVIEW,0.600,NUMBER_RANGE,64426,1,8,{LIKELY_TRUNCATED}
NDLS-GZB EMU,PASSENGER,REVIEW,0.600,NUMBER_RANGE,64424,3,21,{LIKELY_TRUNCATED}
NDLS-GZB LAD,PASSENGER,REVIEW,0.600,NUMBER_RANGE,64450,1,8,{LIKELY_TRUNCATED}
NDLS-JAT RAJ,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12425,1,5,{LIKELY_TRUNCATED}
NDLS-JUC EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,14681,1,21,{LIKELY_TRUNCATED}
NDLS-KGM SHA,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12040,1,8,{LIKELY_TRUNCATED}
NDLS-KKDE ME,PASSENGER,REVIEW,0.600,NUMBER_RANGE,64463,2,47,{LIKELY_TRUNCATED}
NDLS-KLK SHA,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12011,1,6,{LIKELY_TRUNCATED}
NDLS-KLK- SH,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12005,1,5,{LIKELY_TRUNCATED}
NDLS-LDH SHA,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12037,1,7,{LIKELY_TRUNCATED}
NDLS-LKO SHA,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12004,1,7,{LIKELY_TRUNCATED}
NDLS-MAS TAM,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12622,1,11,{LIKELY_TRUNCATED}
NDLS-MLDT EX,EXPRESS,REVIEW,0.650,NUMBER_RANGE,14004,1,23,{LIKELY_TRUNCATED}
NDLS-MOGA SH,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12043,1,8,{LIKELY_TRUNCATED}
NDLS-MUV-SUP,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12582,1,6,{LIKELY_TRUNCATED}
NDLS-NHLN AC,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,22412,1,16,{LIKELY_TRUNCATED}
NDLS-NJP BI-,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12524,1,18,{LIKELY_TRUNCATED}
NDLS-NLDM- J,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12057,1,14,{LIKELY_TRUNCATED}
NDLS-PDY WEE,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,22404,1,15,{LIKELY_TRUNCATED}
NDLS-PURI NE,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12876,1,41,{LIKELY_TRUNCATED}
NDLS-PURI PU,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12802,1,31,{LIKELY_TRUNCATED}
NDLS-PWL 10,PASSENGER,REVIEW,0.600,NUMBER_RANGE,64080,1,11,{ROUTE_CODE_STYLE}
NDLS-PWL 10C,PASSENGER,REVIEW,0.600,NUMBER_RANGE,64076,1,11,{LIKELY_TRUNCATED}
NDLS-PWL 12C,PASSENGER,REVIEW,0.600,NUMBER_RANGE,64074,2,27,{LIKELY_TRUNCATED}
NDLS-PWL EMU,PASSENGER,REVIEW,0.600,NUMBER_RANGE,64082,2,22,{LIKELY_TRUNCATED}
NDLS-PWL LAD,PASSENGER,REVIEW,0.600,NUMBER_RANGE,64492,1,11,{LIKELY_TRUNCATED}
NDLS-RNC,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12454,1,7,{ROUTE_CODE_STYLE}
NDLS-ROK MEM,PASSENGER,REVIEW,0.600,NUMBER_RANGE,64911,1,17,{LIKELY_TRUNCATED}
NDLS-SBC KAR,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12628,1,35,{LIKELY_TRUNCATED}
NDLS-SNP 12C,PASSENGER,REVIEW,0.600,NUMBER_RANGE,64003,1,10,{LIKELY_TRUNCATED}
NDLS-SSB 10,PASSENGER,REVIEW,0.600,NUMBER_RANGE,64097,1,6,{ROUTE_CODE_STYLE}
NDLS-SSB 10C,PASSENGER,REVIEW,0.600,NUMBER_RANGE,64095,1,18,{LIKELY_TRUNCATED}
NDLS-TVC KER,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12626,1,42,{LIKELY_TRUNCATED}
NDLS-VSKP AC,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,22416,1,21,{LIKELY_TRUNCATED}
NDT OKHA EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,19576,1,20,{LIKELY_TRUNCATED}
NED PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,57541,3,86,{}
NED SGNR EXP,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12485,1,27,{LIKELY_TRUNCATED}
NED-ADB EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,17410,1,9,{ROUTE_CODE_STYLE}
NED-ASR SACH,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12715,1,37,{LIKELY_TRUNCATED}
NED-ASR SUPE,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12421,1,23,{LIKELY_TRUNCATED}
NED-AWB,EXPRESS,REVIEW,0.650,NUMBER_RANGE,17620,1,8,{ROUTE_CODE_STYLE}
NED-BKN WEEK,EXPRESS,REVIEW,0.650,NUMBER_RANGE,17623,1,29,{LIKELY_TRUNCATED}
NED-CSMT TAP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,17618,1,20,{LIKELY_TRUNCATED}
NED-DD PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,57516,1,58,{ROUTE_CODE_STYLE}
NED-HYB PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,57564,1,29,{LIKELY_TRUNCATED}
NED-LTT  EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,11012,1,16,{LIKELY_TRUNCATED}
NED-NLDM SUP,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,22457,1,26,{LIKELY_TRUNCATED}
NED-PNVL EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,17614,1,14,{LIKELY_TRUNCATED}
NED-PUNE EXP,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12730,1,13,{LIKELY_TRUNCATED}
NED-SBC-EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,16593,1,43,{ROUTE_CODE_STYLE}
NED-SBP NAGA,EXPRESS,REVIEW,0.650,NUMBER_RANGE,20810,1,22,{LIKELY_TRUNCATED}
NED-SRC EXP,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12767,1,19,{ROUTE_CODE_STYLE}
NETRAVATHI E,EXPRESS,REVIEW,0.650,NUMBER_RANGE,16346,1,46,{LIKELY_TRUNCATED}
NETRAVATI EX,EXPRESS,REVIEW,0.650,NUMBER_RANGE,16345,1,46,{LIKELY_TRUNCATED}
NEW DELHI SH,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12048,1,10,{LIKELY_TRUNCATED}
NEWDELHI JAN,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12056,1,10,{LIKELY_TRUNCATED}
NFK-NDAE EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,13422,1,11,{LIKELY_TRUNCATED}
NGP - BSP IN,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12856,1,17,{LIKELY_TRUNCATED}
NGP -WR PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,51260,1,11,{LIKELY_TRUNCATED}
NGP AMLA PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,51293,1,20,{LIKELY_TRUNCATED}
NGP BSL PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,51286,1,47,{LIKELY_TRUNCATED}
NGP INDORE E,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12924,1,12,{LIKELY_TRUNCATED}
NGP-AMI EXPR,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12120,1,5,{LIKELY_TRUNCATED}
NGP-ASR AC E,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,22125,1,10,{LIKELY_TRUNCATED}
NGP-BSL INTE,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,22112,1,20,{LIKELY_TRUNCATED}
NGP-BSP SHIV,EXPRESS,REVIEW,0.650,NUMBER_RANGE,18240,1,18,{LIKELY_TRUNCATED}
NGP-CSMT DUR,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12290,1,4,{LIKELY_TRUNCATED}
NGP-ET PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,51829,1,35,{ROUTE_CODE_STYLE}
NGP-KOP EXPR,EXPRESS,REVIEW,0.650,NUMBER_RANGE,11403,1,22,{LIKELY_TRUNCATED}
NGP-KZJ PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,57135,1,47,{LIKELY_TRUNCATED}
NGP-PUNE EXP,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12136,1,18,{LIKELY_TRUNCATED}
NGP-PUNE GAR,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12114,1,9,{LIKELY_TRUNCATED}
NGP-REWA EXP,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,22135,1,16,{LIKELY_TRUNCATED}
NGP-RTK LOCA,PASSENGER,REVIEW,0.600,NUMBER_RANGE,58810,1,8,{LIKELY_TRUNCATED}
NGP-SC EXP,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12772,1,14,{ROUTE_CODE_STYLE}
NGT-VLKN PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,76817,1,2,{LIKELY_TRUNCATED}
NGT-VLNK LIN,EXPRESS,REVIEW,0.650,NUMBER_RANGE,16185,1,2,{LIKELY_TRUNCATED}
NH - BDC LOC,PASSENGER,REVIEW,0.550,NUMBER_RANGE,37525,16,64,{LIKELY_TRUNCATED}
NH - BGB LOC,PASSENGER,REVIEW,0.550,NUMBER_RANGE,34052,2,52,{LIKELY_TRUNCATED}
NH - MJT LOC,PASSENGER,REVIEW,0.550,NUMBER_RANGE,30122,3,71,{LIKELY_TRUNCATED}
NH - RHA LOC,PASSENGER,REVIEW,0.550,NUMBER_RANGE,31711,1,10,{LIKELY_TRUNCATED}
NH - SDAH LO,PASSENGER,REVIEW,0.550,NUMBER_RANGE,31414,15,225,{LIKELY_TRUNCATED}
NH-BDC LOCAL,PASSENGER,REVIEW,0.550,NUMBER_RANGE,37521,3,12,{LIKELY_TRUNCATED}
NH-KLYM LOCA,PASSENGER,REVIEW,0.550,NUMBER_RANGE,31191,1,7,{LIKELY_TRUNCATED}
NH-RHA  LOCA,PASSENGER,REVIEW,0.550,NUMBER_RANGE,31713,1,6,{LIKELY_TRUNCATED}
NH-SDAH LOCA,PASSENGER,REVIEW,0.550,NUMBER_RANGE,31412,5,75,{LIKELY_TRUNCATED}
NHLN - GHY S,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12087,1,8,{LIKELY_TRUNCATED}
NHLN-NDLS AC,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,22411,1,16,{LIKELY_TRUNCATED}
NHT-AZ PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,73033,1,9,{ROUTE_CODE_STYLE}
NIL-ERS PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56363,1,33,{LIKELY_TRUNCATED}
NIL-PGT PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56610,1,19,{LIKELY_TRUNCATED}
NIL-SRR EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,16350,1,9,{ROUTE_CODE_STYLE}
NIL-SRR PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56612,4,48,{LIKELY_TRUNCATED}
NILE- KWAE-D,PASSENGER,REVIEW,0.600,NUMBER_RANGE,73036,1,23,{LIKELY_TRUNCATED}
NILE-AZ DMU,PASSENGER,REVIEW,0.600,NUMBER_RANGE,73038,1,10,{ROUTE_CODE_STYLE}
NIR-JBP PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,51704,3,52,{LIKELY_TRUNCATED}
NIZAMUDDIN E,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12643,2,61,{LIKELY_TRUNCATED}
NJP - APDJ I,EXPRESS,REVIEW,0.650,NUMBER_RANGE,15767,1,14,{LIKELY_TRUNCATED}
NJP - HDB PA,PASSENGER,REVIEW,0.600,NUMBER_RANGE,55749,2,20,{LIKELY_TRUNCATED}
NJP - HWH SH,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12042,1,7,{LIKELY_TRUNCATED}
NJP - MLDT P,PASSENGER,REVIEW,0.600,NUMBER_RANGE,55712,1,41,{LIKELY_TRUNCATED}
NJP - RNY PA,PASSENGER,REVIEW,0.600,NUMBER_RANGE,55713,1,45,{LIKELY_TRUNCATED}
NJP - SMI WE,EXPRESS,REVIEW,0.650,NUMBER_RANGE,15723,1,13,{LIKELY_TRUNCATED}
NJP HWH AC,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,22310,1,8,{}
NJP MAS EXPR,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,22612,1,22,{LIKELY_TRUNCATED}
NJP UDZ EXPR,EXPRESS,REVIEW,0.650,NUMBER_RANGE,19602,1,29,{LIKELY_TRUNCATED}
NJP-APDJ PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,55725,1,23,{LIKELY_TRUNCATED}
NJP-KGN-DJ P,PASSENGER,REVIEW,0.600,NUMBER_RANGE,52541,1,12,{LIKELY_TRUNCATED}
NJP-NDLS BI-,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12523,1,18,{LIKELY_TRUNCATED}
NJP-RJPB CAP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,13245,1,32,{LIKELY_TRUNCATED}
NKE-GKP PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,55029,5,95,{LIKELY_TRUNCATED}
NKE-MFP  PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,55214,2,38,{LIKELY_TRUNCATED}
NKE-MFP DEMU,PASSENGER,REVIEW,0.600,NUMBER_RANGE,75238,1,19,{LIKELY_TRUNCATED}
NKE-MFP PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,55208,1,24,{LIKELY_TRUNCATED}
NKE-RXL DEMU,PASSENGER,REVIEW,0.600,NUMBER_RANGE,75236,1,13,{LIKELY_TRUNCATED}
NLDM - UNA P,PASSENGER,REVIEW,0.600,NUMBER_RANGE,54581,1,7,{LIKELY_TRUNCATED}
NLDM-ASR EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,14506,1,12,{LIKELY_TRUNCATED}
NLDM-KOAA WK,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12326,1,18,{LIKELY_TRUNCATED}
NLDM-NED SUP,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,22458,1,26,{LIKELY_TRUNCATED}
NLDM-SRE PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,64512,1,32,{LIKELY_TRUNCATED}
NLDM-UMB PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,64514,3,60,{LIKELY_TRUNCATED}
NLR-SPE MEMU,PASSENGER,REVIEW,0.600,NUMBER_RANGE,66036,1,21,{LIKELY_TRUNCATED}
NLR-SPE PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,66030,2,24,{LIKELY_TRUNCATED}
NLR-TPTY PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,66034,1,16,{LIKELY_TRUNCATED}
NMH-KOTA FAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,59834,1,15,{LIKELY_TRUNCATED}
NMH-UDZ PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,59835,1,20,{LIKELY_TRUNCATED}
NMKA - LKPR,PASSENGER,REVIEW,0.550,NUMBER_RANGE,34911,12,96,{}
NMKA - SDAH,PASSENGER,REVIEW,0.550,NUMBER_RANGE,34791,1,23,{}
NMKA-SDAH LO,PASSENGER,REVIEW,0.550,NUMBER_RANGE,34793,1,30,{LIKELY_TRUNCATED}
NORTHEAST EX,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12505,2,59,{LIKELY_TRUNCATED}
NPR-BRK PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,52264,2,12,{LIKELY_TRUNCATED}
NRKR--BSL PA,PASSENGER,REVIEW,0.600,NUMBER_RANGE,51184,1,37,{LIKELY_TRUNCATED}
NRKR-KCG,EXPRESS,REVIEW,0.650,NUMBER_RANGE,17642,1,32,{ROUTE_CODE_STYLE}
NRKR-NAVI PA,PASSENGER,REVIEW,0.600,NUMBER_RANGE,51152,1,11,{LIKELY_TRUNCATED}
NRO-JUC DMU,PASSENGER,REVIEW,0.600,NUMBER_RANGE,74941,4,8,{ROUTE_CODE_STYLE}
NRW- DELHI P,PASSENGER,REVIEW,0.600,NUMBER_RANGE,54032,1,25,{LIKELY_TRUNCATED}
NRW-JIND PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,54010,1,5,{LIKELY_TRUNCATED}
NS MTM-TPTY,EXPRESS,REVIEW,0.650,NUMBER_RANGE,17402,1,21,{}
NS PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,57265,4,82,{}
NS-HYB EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,17255,1,21,{ROUTE_CODE_STYLE}
NS-NSL EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,17213,2,50,{ROUTE_CODE_STYLE}
NSL PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,57590,1,3,{}
NSL-MAS WKLY,EXPRESS,REVIEW,0.650,NUMBER_RANGE,16004,1,27,{LIKELY_TRUNCATED}
NSL-NS  EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,17214,1,23,{ROUTE_CODE_STYLE}
NSL-NS EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,17232,1,28,{ROUTE_CODE_STYLE}
NTSK - RNY E,EXPRESS,REVIEW,0.650,NUMBER_RANGE,15928,1,27,{LIKELY_TRUNCATED}
NTSK - SBC S,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,22502,1,39,{LIKELY_TRUNCATED}
NTV - DURG E,EXPRESS,REVIEW,0.650,NUMBER_RANGE,18202,2,49,{LIKELY_TRUNCATED}
NTV-GKP  PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,55052,1,19,{LIKELY_TRUNCATED}
NTV-GKP -DMU,PASSENGER,REVIEW,0.600,NUMBER_RANGE,75014,1,19,{LIKELY_TRUNCATED}
NTV-GKP PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,55044,3,57,{LIKELY_TRUNCATED}
NTV-GKP-EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,15020,1,5,{ROUTE_CODE_STYLE}
NTW-MYS PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56205,1,7,{LIKELY_TRUNCATED}
NYGT-KUR PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,58430,2,14,{LIKELY_TRUNCATED}
NZB PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,57558,1,16,{}
NZB-KCG PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,57602,3,47,{LIKELY_TRUNCATED}
NZB-KRMR DEM,PASSENGER,REVIEW,0.600,NUMBER_RANGE,77259,1,8,{LIKELY_TRUNCATED}
NZB-LTT WEEK,EXPRESS,REVIEW,0.650,NUMBER_RANGE,11206,1,20,{LIKELY_TRUNCATED}
NZB-PUNE PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,51422,1,76,{LIKELY_TRUNCATED}
NZB-PVR PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,51433,1,52,{LIKELY_TRUNCATED}
NZM  BDTS  Y,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12248,1,7,{LIKELY_TRUNCATED}
NZM BSL EXPR,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12406,1,29,{LIKELY_TRUNCATED}
NZM GARIB RA,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12909,1,9,{LIKELY_TRUNCATED}
NZM JAN SHAT,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12059,2,20,{LIKELY_TRUNCATED}
NZM KKDE MEM,PASSENGER,REVIEW,0.600,NUMBER_RANGE,64461,1,32,{LIKELY_TRUNCATED}
NZM LTT AC E,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,22110,1,9,{LIKELY_TRUNCATED}
NZM SC RAJDH,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12438,1,7,{LIKELY_TRUNCATED}
NZM TVC SF E,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,22634,1,29,{LIKELY_TRUNCATED}
NZM-CAPE THI,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12642,1,26,{LIKELY_TRUNCATED}
NZM-DURG CG,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12824,1,12,{ROUTE_CODE_STYLE}
NZM-DURG HUM,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,22868,1,16,{LIKELY_TRUNCATED}
NZM-ERS DURO,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12284,1,11,{LIKELY_TRUNCATED}
NZM-GZB10 CA,PASSENGER,REVIEW,0.600,NUMBER_RANGE,64419,1,10,{LIKELY_TRUNCATED}
NZM-HYB DAKS,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12722,1,46,{LIKELY_TRUNCATED}
NZM-JBP DAIL,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,22182,1,15,{LIKELY_TRUNCATED}
NZM-JBP MAHA,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12190,1,28,{LIKELY_TRUNCATED}
NZM-KOP EXPR,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12148,1,22,{LIKELY_TRUNCATED}
NZM-KSV EMU,PASSENGER,REVIEW,0.600,NUMBER_RANGE,64496,1,14,{ROUTE_CODE_STYLE}
NZM-KSV PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,64570,1,13,{LIKELY_TRUNCATED}
NZM-KURJ-S.,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,22448,1,2,{ROUTE_CODE_STYLE}
NZM-KURJ-S.K,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,22447,1,2,{LIKELY_TRUNCATED}
NZM-MAO RAJD,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,22414,1,10,{LIKELY_TRUNCATED}
NZM-MAS DURA,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12270,1,7,{LIKELY_TRUNCATED}
NZM-MAS GARI,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12612,1,11,{LIKELY_TRUNCATED}
