train_name,train_type,status,confidence,matched_by,sample_train_no,train_count,row_count,data_quality_flags
MRJ-CLR PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,51405,1,24,{LIKELY_TRUNCATED}
MRJ-KWV PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,51438,1,17,{LIKELY_TRUNCATED}
MRJ-SUR EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,11310,1,14,{ROUTE_CODE_STYLE}
MRJ-UBL PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,51419,1,35,{LIKELY_TRUNCATED}
MRK GNT PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,77249,1,19,{LIKELY_TRUNCATED}
MS - TCN EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,16105,1,29,{LIKELY_TRUNCATED}
MS GURUVAYUR,EXPRESS,REVIEW,0.650,NUMBER_RANGE,16127,1,48,{LIKELY_TRUNCATED}
MS MDU SUPER,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,22623,1,11,{LIKELY_TRUNCATED}
MS SA SUPER,EXPRESS,REVIEW,0.650,NUMBER_RANGE,11063,1,14,{}
MS-CAPE EXP.,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12633,1,17,{LIKELY_TRUNCATED}
MS-JU WEEKLY,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,22663,1,27,{LIKELY_TRUNCATED}
MS-KIK EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,16175,1,16,{ROUTE_CODE_STYLE}
MS-KKDI PALL,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12605,1,13,{LIKELY_TRUNCATED}
MS-MAQ EXPRE,EXPRESS,REVIEW,0.650,NUMBER_RANGE,16859,1,52,{LIKELY_TRUNCATED}
MS-MDU VAIGA,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12635,1,10,{LIKELY_TRUNCATED}
MS-MQ,EXPRESS,REVIEW,0.650,NUMBER_RANGE,16179,1,13,{ROUTE_CODE_STYLE}
MS-NCJ EXP.,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12667,1,11,{ROUTE_CODE_STYLE}
MS-PDY EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,16115,1,10,{ROUTE_CODE_STYLE}
MS-PDY PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56037,1,18,{ROUTE_CODE_STYLE}
MS-QLN ANANT,EXPRESS,REVIEW,0.650,NUMBER_RANGE,16723,1,31,{LIKELY_TRUNCATED}
MS-RMM EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,16101,1,24,{ROUTE_CODE_STYLE}
MS-RMM SUPER,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,22661,1,19,{LIKELY_TRUNCATED}
MS-SCT POTHI,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12661,1,18,{LIKELY_TRUNCATED}
MS-SCT SILAM,EXPRESS,REVIEW,0.650,NUMBER_RANGE,16181,1,26,{LIKELY_TRUNCATED}
MS-TEN NELLA,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12631,1,15,{LIKELY_TRUNCATED}
MS-TN PEARL,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12693,1,22,{ROUTE_CODE_STYLE}
MSAE BQA DEM,PASSENGER,REVIEW,0.600,NUMBER_RANGE,78055,1,26,{LIKELY_TRUNCATED}
MSAE- BQA LO,PASSENGER,REVIEW,0.600,NUMBER_RANGE,78059,1,26,{LIKELY_TRUNCATED}
MSAE- BQA PA,PASSENGER,REVIEW,0.600,NUMBER_RANGE,78053,2,52,{LIKELY_TRUNCATED}
MSAE-BQA DEM,PASSENGER,REVIEW,0.600,NUMBER_RANGE,78051,1,26,{LIKELY_TRUNCATED}
MSAE-HWH LOC,PASSENGER,REVIEW,0.550,NUMBER_RANGE,36082,4,94,{LIKELY_TRUNCATED}
MSB - CGL EM,PASSENGER,REVIEW,0.550,NUMBER_RANGE,40665,1,11,{LIKELY_TRUNCATED}
MSB - VLCY E,PASSENGER,REVIEW,0.550,NUMBER_RANGE,41501,7,20,{LIKELY_TRUNCATED}
MSB-AJJ EMU,PASSENGER,REVIEW,0.550,NUMBER_RANGE,43801,3,84,{ROUTE_CODE_STYLE}
MSB-AVD EMU,PASSENGER,REVIEW,0.550,NUMBER_RANGE,43601,7,66,{ROUTE_CODE_STYLE}
MSB-CGL EMU,PASSENGER,REVIEW,0.550,NUMBER_RANGE,40501,64,255,{ROUTE_CODE_STYLE}
MSB-CJ EMU L,PASSENGER,REVIEW,0.550,NUMBER_RANGE,40801,2,9,{LIKELY_TRUNCATED}
MSB-GPD EMU,PASSENGER,REVIEW,0.550,NUMBER_RANGE,42601,4,68,{ROUTE_CODE_STYLE}
MSB-MLMR PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,66043,1,11,{LIKELY_TRUNCATED}
MSB-PON EMU,PASSENGER,REVIEW,0.550,NUMBER_RANGE,42701,1,11,{ROUTE_CODE_STYLE}
MSB-PTMS EMU,PASSENGER,REVIEW,0.550,NUMBER_RANGE,43751,4,60,{LIKELY_TRUNCATED}
MSB-PV EMU L,PASSENGER,REVIEW,0.550,NUMBER_RANGE,40021,2,21,{LIKELY_TRUNCATED}
MSB-SPE EMU,PASSENGER,REVIEW,0.550,NUMBER_RANGE,42801,1,22,{ROUTE_CODE_STYLE}
MSB-STM EMU,PASSENGER,REVIEW,0.550,NUMBER_RANGE,40025,1,18,{ROUTE_CODE_STYLE}
MSB-TBM EMU,PASSENGER,REVIEW,0.550,NUMBER_RANGE,40001,137,2436,{ROUTE_CODE_STYLE}
MSB-TMLP EMU,PASSENGER,REVIEW,0.550,NUMBER_RANGE,40701,10,76,{LIKELY_TRUNCATED}
MSB-TMLP PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,66041,1,15,{LIKELY_TRUNCATED}
MSB-TRL EMU,PASSENGER,REVIEW,0.550,NUMBER_RANGE,43701,8,142,{ROUTE_CODE_STYLE}
MSB-TRL LOCA,PASSENGER,REVIEW,0.550,NUMBER_RANGE,43715,1,20,{LIKELY_TRUNCATED}
MSB-TRT EMU,PASSENGER,REVIEW,0.550,NUMBER_RANGE,43821,1,16,{ROUTE_CODE_STYLE}
MSB-TRT FAST,PASSENGER,REVIEW,0.550,NUMBER_RANGE,43823,1,13,{LIKELY_TRUNCATED}
MSB-VLCY,PASSENGER,REVIEW,0.550,NUMBER_RANGE,41001,38,114,{ROUTE_CODE_STYLE}
MSB-VLCY EMU,PASSENGER,REVIEW,0.550,NUMBER_RANGE,41131,43,128,{LIKELY_TRUNCATED}
MSB-VLCY-EMU,PASSENGER,REVIEW,0.550,NUMBER_RANGE,41600,1,3,{LIKELY_TRUNCATED}
MSB-VLR PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,66017,1,18,{LIKELY_TRUNCATED}
MSH - ABR DM,PASSENGER,REVIEW,0.600,NUMBER_RANGE,79437,1,17,{LIKELY_TRUNCATED}
MSH - PTN PA,PASSENGER,REVIEW,0.600,NUMBER_RANGE,59475,5,30,{LIKELY_TRUNCATED}
MSH - VG PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,59509,2,16,{LIKELY_TRUNCATED}
MSH-ADI DMU,PASSENGER,REVIEW,0.600,NUMBER_RANGE,79432,1,10,{ROUTE_CODE_STYLE}
MSSN - SCL P,PASSENGER,REVIEW,0.600,NUMBER_RANGE,55661,2,24,{LIKELY_TRUNCATED}
MTC -KRJ PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,54406,1,13,{LIKELY_TRUNCATED}
MTC-ANVT MEM,PASSENGER,REVIEW,0.600,NUMBER_RANGE,64556,1,11,{LIKELY_TRUNCATED}
MTC-KRJ PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,54402,1,14,{LIKELY_TRUNCATED}
MTC-RE PASSE,PASSENGER,REVIEW,0.600,NUMBER_RANGE,54412,1,37,{LIKELY_TRUNCATED}
MTD-BKN,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,22307,1,5,{ROUTE_CODE_STYLE}
MTD-BKN  LIN,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,22463,1,4,{LIKELY_TRUNCATED}
MTD-MEC DMU,PASSENGER,REVIEW,0.600,NUMBER_RANGE,74802,1,2,{ROUTE_CODE_STYLE}
MTD-MEC RAIL,PASSENGER,REVIEW,0.600,NUMBER_RANGE,74804,8,16,{LIKELY_TRUNCATED}
MTDM ED PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56101,1,11,{LIKELY_TRUNCATED}
MTDM-SA PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56103,1,4,{LIKELY_TRUNCATED}
MTJ RATLAM P,PASSENGER,REVIEW,0.600,NUMBER_RANGE,59356,1,65,{LIKELY_TRUNCATED}
MTJ-AWR PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,51971,2,26,{LIKELY_TRUNCATED}
MTJ-BDB,PASSENGER,REVIEW,0.600,NUMBER_RANGE,72172,4,16,{ROUTE_CODE_STYLE}
MTJ-BNW PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,54791,1,32,{LIKELY_TRUNCATED}
MTJ-BXN PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,59360,1,9,{LIKELY_TRUNCATED}
MTJ-GZB 12CA,PASSENGER,REVIEW,0.600,NUMBER_RANGE,64903,1,27,{LIKELY_TRUNCATED}
MTJ-JP PASSE,PASSENGER,REVIEW,0.600,NUMBER_RANGE,51973,1,34,{LIKELY_TRUNCATED}
MTJ-KKDE EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,11901,1,13,{LIKELY_TRUNCATED}
MTJ-KSJ  PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,55340,1,7,{LIKELY_TRUNCATED}
MTJ-KSJ PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,55334,2,36,{LIKELY_TRUNCATED}
MTJ-NDLS 12C,PASSENGER,REVIEW,0.600,NUMBER_RANGE,64905,1,21,{LIKELY_TRUNCATED}
MTJ-SWM PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,54794,1,23,{LIKELY_TRUNCATED}
MTM EXP,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12749,1,19,{}
MTM-VSKP PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,57229,1,35,{LIKELY_TRUNCATED}
MTM-YPR  KON,EXPRESS,REVIEW,0.650,NUMBER_RANGE,17211,1,21,{LIKELY_TRUNCATED}
MTP CBE PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56145,1,4,{LIKELY_TRUNCATED}
MTP UAM PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56136,1,7,{LIKELY_TRUNCATED}
MTP-CBE PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56147,2,8,{LIKELY_TRUNCATED}
MTP-CBE SPL,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56149,1,4,{ROUTE_CODE_STYLE}
MTP-MAS NILA,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12672,1,9,{LIKELY_TRUNCATED}
MUGR-KZJ PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,57657,1,23,{LIKELY_TRUNCATED}
MUGR-SC EXPR,EXPRESS,REVIEW,0.650,NUMBER_RANGE,17025,1,15,{LIKELY_TRUNCATED}
MUGR-SC FAST,PASSENGER,REVIEW,0.600,NUMBER_RANGE,57626,1,37,{LIKELY_TRUNCATED}
MUMBAI BSL P,PASSENGER,REVIEW,0.600,NUMBER_RANGE,51153,1,48,{LIKELY_TRUNCATED}
MUMBAI CSMT-,EXPRESS,REVIEW,0.650,NUMBER_RANGE,17031,1,26,{LIKELY_TRUNCATED}
MUMBAI DURON,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12228,1,5,{LIKELY_TRUNCATED}
MUMBAI GARIB,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12187,1,15,{LIKELY_TRUNCATED}
MUMBAI RAJDH,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12951,2,16,{LIKELY_TRUNCATED}
MUR-AY PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,54239,2,10,{ROUTE_CODE_STYLE}
MUR-FD PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,54237,1,7,{ROUTE_CODE_STYLE}
MUSSOORIE EX,EXPRESS,REVIEW,0.650,NUMBER_RANGE,14041,2,40,{LIKELY_TRUNCATED}
MUV - ALY  P,PASSENGER,REVIEW,0.600,NUMBER_RANGE,55125,1,22,{LIKELY_TRUNCATED}
MUV - BUI  P,PASSENGER,REVIEW,0.600,NUMBER_RANGE,55134,1,22,{LIKELY_TRUNCATED}
MUV MFP EXPR,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12538,1,15,{LIKELY_TRUNCATED}
MUV-ALY-DMU,PASSENGER,REVIEW,0.600,NUMBER_RANGE,75107,1,22,{ROUTE_CODE_STYLE}
MUV-AMH PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,55136,1,20,{LIKELY_TRUNCATED}
MUV-BTT PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,55122,1,26,{LIKELY_TRUNCATED}
MUV-CPR PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,55014,1,33,{LIKELY_TRUNCATED}
MUV-JBP EXPR,EXPRESS,REVIEW,0.650,NUMBER_RANGE,15117,1,11,{LIKELY_TRUNCATED}
MUV-NDLS-SUP,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12581,1,6,{LIKELY_TRUNCATED}
MUV-RMM EXPR,EXPRESS,REVIEW,0.650,NUMBER_RANGE,15120,1,37,{LIKELY_TRUNCATED}
MUZAFFARPUR-,EXPRESS,REVIEW,0.650,NUMBER_RANGE,15228,1,35,{LIKELY_TRUNCATED}
MV  VM PASSR,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56874,1,22,{LIKELY_TRUNCATED}
MV - TJ PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56115,1,17,{LIKELY_TRUNCATED}
MV TPJ PASSR,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56811,1,25,{LIKELY_TRUNCATED}
MV VM PASSR,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56878,1,22,{}
MV-CBE JANSH,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12083,1,10,{LIKELY_TRUNCATED}
MV-MQ PASSR,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56033,1,11,{ROUTE_CODE_STYLE}
MV-MYSORE  E,EXPRESS,REVIEW,0.650,NUMBER_RANGE,16231,1,24,{LIKELY_TRUNCATED}
MV-TEN PASSE,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56821,1,20,{LIKELY_TRUNCATED}
MV-TJ,PASSENGER,REVIEW,0.600,NUMBER_RANGE,76825,1,16,{ROUTE_CODE_STYLE}
MV-TPJ EXPRE,EXPRESS,REVIEW,0.650,NUMBER_RANGE,16233,1,7,{LIKELY_TRUNCATED}
MV-TPJ PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56114,1,26,{ROUTE_CODE_STYLE}
MV-TPJ PASSE,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56823,1,24,{LIKELY_TRUNCATED}
MV-TVR PASSR,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56871,2,12,{LIKELY_TRUNCATED}
MV-VM PASSR.,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56876,1,22,{LIKELY_TRUNCATED}
MVI  MALB DE,PASSENGER,REVIEW,0.600,NUMBER_RANGE,79449,1,7,{LIKELY_TRUNCATED}
MVI - WKR,PASSENGER,REVIEW,0.600,NUMBER_RANGE,79442,6,42,{}
MVJ MJ PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,52076,1,16,{}
MVJ-MJ PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,52074,1,15,{ROUTE_CODE_STYLE}
MXN-FKG-DMV,PASSENGER,REVIEW,0.600,NUMBER_RANGE,55904,1,23,{ROUTE_CODE_STYLE}
MXN-GHY I/C,EXPRESS,REVIEW,0.650,NUMBER_RANGE,15718,1,26,{ROUTE_CODE_STYLE}
MYM-BDC LOCA,PASSENGER,REVIEW,0.550,NUMBER_RANGE,37732,1,12,{LIKELY_TRUNCATED}
MYM-HWH LOCA,PASSENGER,REVIEW,0.550,NUMBER_RANGE,37652,4,102,{LIKELY_TRUNCATED}
MYS - HWH SF,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,22818,1,23,{LIKELY_TRUNCATED}
MYS DHARWAD,EXPRESS,REVIEW,0.650,NUMBER_RANGE,17301,1,18,{}
MYS JP SF EX,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12975,1,42,{LIKELY_TRUNCATED}
MYS-ASK PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56266,2,42,{LIKELY_TRUNCATED}
MYS-BGK BASA,EXPRESS,REVIEW,0.650,NUMBER_RANGE,17307,1,34,{LIKELY_TRUNCATED}
MYS-BSB BI-W,EXPRESS,REVIEW,0.650,NUMBER_RANGE,16229,1,35,{LIKELY_TRUNCATED}
MYS-CMNR PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56202,4,52,{LIKELY_TRUNCATED}
MYS-MAS EXPR,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,22681,1,12,{LIKELY_TRUNCATED}
MYS-MAS KAVE,EXPRESS,REVIEW,0.650,NUMBER_RANGE,16022,1,23,{LIKELY_TRUNCATED}
MYS-MAS SHAT,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12008,1,4,{LIKELY_TRUNCATED}
MYS-NTW PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56206,1,7,{LIKELY_TRUNCATED}
MYS-SBC CHAM,EXPRESS,REVIEW,0.650,NUMBER_RANGE,16215,1,10,{LIKELY_TRUNCATED}
MYS-SBC PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56231,3,59,{LIKELY_TRUNCATED}
MYS-SBC RAJY,EXPRESS,REVIEW,0.650,NUMBER_RANGE,16557,1,9,{LIKELY_TRUNCATED}
MYS-SMET PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56270,1,16,{LIKELY_TRUNCATED}
MYS-SNSI EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,16217,1,24,{LIKELY_TRUNCATED}
MYS-SUR GOLG,EXPRESS,REVIEW,0.650,NUMBER_RANGE,16535,1,32,{LIKELY_TRUNCATED}
MYS-TLGP EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,16227,1,35,{LIKELY_TRUNCATED}
MYS-TLGP INT,EXPRESS,REVIEW,0.650,NUMBER_RANGE,16206,1,13,{LIKELY_TRUNCATED}
MYS-TLGP PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56276,1,31,{LIKELY_TRUNCATED}
MYS-UBL DAIL,EXPRESS,REVIEW,0.650,NUMBER_RANGE,17326,1,25,{LIKELY_TRUNCATED}
MYS-UBL HAMP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,16592,1,30,{LIKELY_TRUNCATED}
MYS-YPR EXPR,EXPRESS,REVIEW,0.650,NUMBER_RANGE,16023,1,10,{LIKELY_TRUNCATED}
MYS-YPR PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56216,1,34,{LIKELY_TRUNCATED}
MZL-BDHN PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,57503,1,16,{LIKELY_TRUNCATED}
MZL-KCG PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,57486,1,27,{LIKELY_TRUNCATED}
MZS - DKGN P,PASSENGER,REVIEW,0.600,NUMBER_RANGE,55814,1,42,{LIKELY_TRUNCATED}
MZS - RNY PA,PASSENGER,REVIEW,0.600,NUMBER_RANGE,55896,2,106,{LIKELY_TRUNCATED}
N1,EMU,REVIEW,0.750,NUMBER_RANGE,96401,1,12,{COACH_CODE_AS_NAME}
N10,EMU,REVIEW,0.750,NUMBER_RANGE,95406,1,10,{COACH_CODE_AS_NAME}
N11,EMU,REVIEW,0.750,NUMBER_RANGE,95405,1,12,{COACH_CODE_AS_NAME}
N12,EMU,REVIEW,0.750,NUMBER_RANGE,95408,1,10,{COACH_CODE_AS_NAME}
N13,EMU,REVIEW,0.750,NUMBER_RANGE,95407,1,12,{COACH_CODE_AS_NAME}
N14,EMU,REVIEW,0.750,NUMBER_RANGE,95410,1,10,{COACH_CODE_AS_NAME}
N15,EMU,REVIEW,0.750,NUMBER_RANGE,95409,1,12,{COACH_CODE_AS_NAME}
N16,EMU,REVIEW,0.750,NUMBER_RANGE,95412,1,10,{COACH_CODE_AS_NAME}
N17,EMU,REVIEW,0.750,NUMBER_RANGE,95411,1,12,{COACH_CODE_AS_NAME}
N18,EMU,REVIEW,0.750,NUMBER_RANGE,95414,1,10,{COACH_CODE_AS_NAME}
N19,EMU,REVIEW,0.750,NUMBER_RANGE,95413,1,12,{COACH_CODE_AS_NAME}
N2,EMU,REVIEW,0.750,NUMBER_RANGE,96402,1,10,{COACH_CODE_AS_NAME}
N20,EMU,REVIEW,0.750,NUMBER_RANGE,95416,1,10,{COACH_CODE_AS_NAME}
N21,EMU,REVIEW,0.750,NUMBER_RANGE,95415,1,12,{COACH_CODE_AS_NAME}
N22,EMU,REVIEW,0.750,NUMBER_RANGE,95418,1,10,{COACH_CODE_AS_NAME}
N23,EMU,REVIEW,0.750,NUMBER_RANGE,95417,1,12,{COACH_CODE_AS_NAME}
N24,EMU,REVIEW,0.750,NUMBER_RANGE,95420,1,10,{COACH_CODE_AS_NAME}
N25,EMU,REVIEW,0.750,NUMBER_RANGE,95419,1,12,{COACH_CODE_AS_NAME}
N26,EMU,REVIEW,0.750,NUMBER_RANGE,95422,1,10,{COACH_CODE_AS_NAME}
N27,EMU,REVIEW,0.750,NUMBER_RANGE,95421,1,12,{COACH_CODE_AS_NAME}
N28,EMU,REVIEW,0.750,NUMBER_RANGE,95424,1,10,{COACH_CODE_AS_NAME}
N29,EMU,REVIEW,0.750,NUMBER_RANGE,95423,1,12,{COACH_CODE_AS_NAME}
N3,EMU,REVIEW,0.750,NUMBER_RANGE,96403,1,12,{COACH_CODE_AS_NAME}
N30,EMU,REVIEW,0.750,NUMBER_RANGE,95426,1,10,{COACH_CODE_AS_NAME}
N31,EMU,REVIEW,0.750,NUMBER_RANGE,96409,1,12,{COACH_CODE_AS_NAME}
N32,EMU,REVIEW,0.750,NUMBER_RANGE,95428,1,10,{COACH_CODE_AS_NAME}
N33,EMU,REVIEW,0.750,NUMBER_RANGE,95425,1,12,{COACH_CODE_AS_NAME}
N34,EMU,REVIEW,0.750,NUMBER_RANGE,95430,1,10,{COACH_CODE_AS_NAME}
N36,EMU,REVIEW,0.750,NUMBER_RANGE,96406,1,10,{COACH_CODE_AS_NAME}
N4,EMU,REVIEW,0.750,NUMBER_RANGE,96404,1,10,{COACH_CODE_AS_NAME}
N5,EMU,REVIEW,0.750,NUMBER_RANGE,96405,1,12,{COACH_CODE_AS_NAME}
N6,EMU,REVIEW,0.750,NUMBER_RANGE,95402,1,10,{COACH_CODE_AS_NAME}
N7,EMU,REVIEW,0.750,NUMBER_RANGE,95401,1,12,{COACH_CODE_AS_NAME}
N8,EMU,REVIEW,0.750,NUMBER_RANGE,95404,1,10,{COACH_CODE_AS_NAME}
N9,EMU,REVIEW,0.750,NUMBER_RANGE,95403,1,12,{COACH_CODE_AS_NAME}
NAB ITR PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,58878,1,17,{LIKELY_TRUNCATED}
NAB-ITR PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,58844,3,51,{LIKELY_TRUNCATED}
NAD - RTM ME,PASSENGER,REVIEW,0.600,NUMBER_RANGE,69184,1,6,{LIKELY_TRUNCATED}
NAD - UJN ME,PASSENGER,REVIEW,0.600,NUMBER_RANGE,69185,1,8,{LIKELY_TRUNCATED}
NAD INDB PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,59387,1,17,{LIKELY_TRUNCATED}
NAD RTM PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,59346,1,6,{LIKELY_TRUNCATED}
NAD UJN PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,59317,2,16,{LIKELY_TRUNCATED}
NADHIGRAM EX,EXPRESS,REVIEW,0.650,NUMBER_RANGE,11402,1,34,{LIKELY_TRUNCATED}
NAGARSOL-JAL,PASSENGER,REVIEW,0.600,NUMBER_RANGE,77684,1,14,{LIKELY_TRUNCATED}
NAGDA BINA P,PASSENGER,REVIEW,0.600,NUMBER_RANGE,59341,1,44,{LIKELY_TRUNCATED}
NAGERCOIL EX,EXPRESS,REVIEW,0.650,NUMBER_RANGE,16335,1,56,{LIKELY_TRUNCATED}
NAGPUR JAIPU,EXPRESS,REVIEW,0.650,NUMBER_RANGE,11203,1,28,{LIKELY_TRUNCATED}
NAJIBABAD GA,PASSENGER,REVIEW,0.600,NUMBER_RANGE,54384,1,17,{LIKELY_TRUNCATED}
NANDA DEVI E,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12205,2,14,{LIKELY_TRUNCATED}
NANDAN KANAN,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12815,2,58,{LIKELY_TRUNCATED}
NANDED-VSKP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,20812,1,13,{}
NANDIGRHAM E,EXPRESS,REVIEW,0.650,NUMBER_RANGE,11401,1,34,{LIKELY_TRUNCATED}
NAUCHANDI EX,EXPRESS,REVIEW,0.650,NUMBER_RANGE,14511,2,57,{LIKELY_TRUNCATED}
NAVAJEEVAN E,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,12655,2,83,{LIKELY_TRUNCATED}
NAVI-NRKR PA,PASSENGER,REVIEW,0.600,NUMBER_RANGE,51151,1,8,{LIKELY_TRUNCATED}
NBD KTW PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,54385,3,9,{LIKELY_TRUNCATED}
NBD-GJL PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,54382,1,18,{LIKELY_TRUNCATED}
NBD-KTW,PASSENGER,REVIEW,0.600,NUMBER_RANGE,54091,1,3,{ROUTE_CODE_STYLE}
NBD-MB PASSE,PASSENGER,REVIEW,0.600,NUMBER_RANGE,54396,1,23,{LIKELY_TRUNCATED}
NBQ - GHY DE,PASSENGER,REVIEW,0.600,NUMBER_RANGE,75723,1,19,{LIKELY_TRUNCATED}
NBQ - GHY PA,PASSENGER,REVIEW,0.600,NUMBER_RANGE,55803,3,58,{LIKELY_TRUNCATED}
NCB - SGUJ D,PASSENGER,REVIEW,0.600,NUMBER_RANGE,75714,1,20,{LIKELY_TRUNCATED}
NCJ- MAQ EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,16606,1,41,{LIKELY_TRUNCATED}
NCJ-CAPE PAS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56719,1,2,{LIKELY_TRUNCATED}
NCJ-CBE PASS,PASSENGER,REVIEW,0.600,NUMBER_RANGE,56319,1,39,{LIKELY_TRUNCATED}
NCJ-CBE SUPE,SUPERFAST,REVIEW,0.700,NUMBER_RANGE,22667,1,14,{LIKELY_TRUNCATED}
NCJ-CSMT EXP,EXPRESS,REVIEW,0.650,NUMBER_RANGE,16340,2,85,{LIKELY_TRUNCATED}
NCJ-KCG KACH,EXPRESS,REVIEW,0.650,NUMBER_RANGE,16354,1,31,{LIKELY_TRUNCATED}
